Campus,Select Student Path,Select Entry Status,HEGIS At Exit,HEGIS for Tableau,Select Major at Exit,Potential # of Students,Number of Students Still Enrolled,# of Students Found with Earnings in at Least 1 Qtr,Median Annual Earnings in at Least 1 Qtr,# of Students Found with Earnings in all 4 Qtrs,Median Annual Earnings in all 4 Qtrs,Year
10 + 40 + 50 + 55 + 70 + 73,4,FTF,10101,10101,Cinema/Film,31,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,10101,10101,Cinema/Film,31,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,10101,10101,Cinema/Film,31,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11011 + 11013,11013,World Languages and Cultures/Translation,8,8,6,"$9,758",4,,1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11011 + 11013,11013,World Languages and Cultures/Translation,8,7,6,"$9,550",4,,2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11011 + 11013,11013,World Languages and Cultures/Translation,8,7,5,"$9,154",3,,3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11011 + 11013,11013,World Languages and Cultures/Translation,8,4,3,,2,,4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11011 + 11013,11013,World Languages and Cultures/Translation,8,3,2,,2,,5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11011 + 11013,11013,World Languages and Cultures/Translation,8,,,,,,6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11011 + 11013,11013,World Languages and Cultures/Translation,8,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11011 + 11013,11013,World Languages and Cultures/Translation,8,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11011 + 11013,11013,World Languages and Cultures/Translation,8,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11011 + 11013,11013,World Languages and Cultures/Translation,8,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11011 + 11013,11013,World Languages and Cultures/Translation,8,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11011 + 11013,11013,World Languages and Cultures/Translation,8,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11011 + 11013,11013,World Languages and Cultures/Translation,8,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11011 + 11013,11013,World Languages and Cultures/Translation,8,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11011 + 11013,11013,World Languages and Cultures/Translation,8,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11021,11021,French,13,13,7,"$7,452",4,,1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11021,11021,French,13,13,10,"$5,227",4,,2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11021,11021,French,13,11,8,"$12,688",7,"$14,866",3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11021,11021,French,13,7,4,,2,,4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11021,11021,French,13,5,4,,3,,5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11021,11021,French,13,1,1,,,,6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11021,11021,French,13,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11021,11021,French,13,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11021,11021,French,13,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11021,11021,French,13,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11021,11021,French,13,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11021,11021,French,13,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11021,11021,French,13,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11021,11021,French,13,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11021,11021,French,13,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11031,11031,German,14,14,9,"$9,239",6,"$18,701",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11031,11031,German,14,12,11,"$7,079",6,"$15,633",2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11031,11031,German,14,11,8,"$6,205",4,,3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11031,11031,German,14,11,6,"$9,046",5,"$9,180",4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11031,11031,German,14,3,1,,,,5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11031,11031,German,14,1,1,,,,6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11031,11031,German,14,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11031,11031,German,14,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11031,11031,German,14,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11031,11031,German,14,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11031,11031,German,14,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11031,11031,German,14,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11031,11031,German,14,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11031,11031,German,14,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11031,11031,German,14,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11051,11051,Spanish,152,152,114,"$7,981",69,"$10,873",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11051,11051,Spanish,152,142,113,"$10,106",81,"$12,845",2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11051,11051,Spanish,152,136,115,"$9,822",74,"$13,730",3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11051,11051,Spanish,152,96,81,"$12,311",52,"$14,890",4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11051,11051,Spanish,152,38,31,"$15,719",26,"$18,003",5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11051,11051,Spanish,152,11,9,"$23,202",8,"$23,387",6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11051,11051,Spanish,152,6,5,"$26,027",5,"$26,027",7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11051,11051,Spanish,152,4,4,,4,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11051,11051,Spanish,152,2,2,,2,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11051,11051,Spanish,152,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11051,11051,Spanish,152,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11051,11051,Spanish,152,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11051,11051,Spanish,152,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11051,11051,Spanish,152,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11051,11051,Spanish,152,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11081,11081,Japanese,11,11,7,"$1,900",2,,1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11081,11081,Japanese,11,10,7,"$4,140",2,,2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11081,11081,Japanese,11,9,6,"$2,126",2,,3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11081,11081,Japanese,11,3,2,,1,,4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11081,11081,Japanese,11,1,1,,1,,5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11081,11081,Japanese,11,1,1,,1,,6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11081,11081,Japanese,11,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11081,11081,Japanese,11,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11081,11081,Japanese,11,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11081,11081,Japanese,11,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11081,11081,Japanese,11,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11081,11081,Japanese,11,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11081,11081,Japanese,11,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11081,11081,Japanese,11,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,11081,11081,Japanese,11,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12011,12011,Health Science,801,801,569,"$6,812",308,"$11,194",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12011,12011,Health Science,801,721,552,"$8,693",361,"$12,548",2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12011,12011,Health Science,801,697,562,"$10,451",401,"$13,348",3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12011,12011,Health Science,801,507,422,"$11,509",305,"$14,410",4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12011,12011,Health Science,801,173,146,"$13,695",106,"$16,805",5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12011,12011,Health Science,801,50,40,"$19,003",32,"$21,113",6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12011,12011,Health Science,801,18,15,"$16,046",9,"$31,486",7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12011,12011,Health Science,801,12,10,"$20,286",5,"$29,617",8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12011,12011,Health Science,801,7,6,"$43,269",4,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12011,12011,Health Science,801,4,3,,2,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12011,12011,Health Science,801,2,2,,1,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12011,12011,Health Science,801,2,2,,2,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12011,12011,Health Science,801,1,1,,1,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12011,12011,Health Science,801,1,1,,1,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12011,12011,Health Science,801,1,1,,1,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12021,12021,Health Care Management/Administration,177,177,103,"$3,864",39,"$9,469",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12021,12021,Health Care Management/Administration,177,171,121,"$5,820",55,"$10,006",2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12021,12021,Health Care Management/Administration,177,166,120,"$7,854",75,"$11,007",3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12021,12021,Health Care Management/Administration,177,104,85,"$10,091",58,"$13,472",4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12021,12021,Health Care Management/Administration,177,30,26,"$15,248",20,"$18,298",5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12021,12021,Health Care Management/Administration,177,10,8,"$24,447",7,"$18,954",6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12021,12021,Health Care Management/Administration,177,3,3,,2,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12021,12021,Health Care Management/Administration,177,3,3,,2,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12021,12021,Health Care Management/Administration,177,2,2,,2,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12021,12021,Health Care Management/Administration,177,2,2,,1,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12021,12021,Health Care Management/Administration,177,1,1,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12021,12021,Health Care Management/Administration,177,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12021,12021,Health Care Management/Administration,177,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12021,12021,Health Care Management/Administration,177,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12021,12021,Health Care Management/Administration,177,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12081,12081,Occupational Therapy,4,4,4,,2,,1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12081,12081,Occupational Therapy,4,1,1,,,,2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12081,12081,Occupational Therapy,4,1,,,,,3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12081,12081,Occupational Therapy,4,1,,,,,4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12081,12081,Occupational Therapy,4,,,,,,5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12081,12081,Occupational Therapy,4,,,,,,6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12081,12081,Occupational Therapy,4,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12081,12081,Occupational Therapy,4,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12081,12081,Occupational Therapy,4,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12081,12081,Occupational Therapy,4,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12081,12081,Occupational Therapy,4,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12081,12081,Occupational Therapy,4,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12081,12081,Occupational Therapy,4,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12081,12081,Occupational Therapy,4,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12081,12081,Occupational Therapy,4,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12140,12140,Public Health,36,36,22,"$4,594",10,"$7,511",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12140,12140,Public Health,36,36,26,"$8,099",14,"$13,904",2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12140,12140,Public Health,36,36,24,"$8,002",14,"$16,014",3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12140,12140,Public Health,36,30,22,"$11,478",17,"$15,865",4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12140,12140,Public Health,36,10,9,"$16,091",9,"$16,091",5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12140,12140,Public Health,36,4,4,,3,,6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12140,12140,Public Health,36,2,2,,2,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12140,12140,Public Health,36,2,2,,2,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12140,12140,Public Health,36,1,1,,1,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12140,12140,Public Health,36,1,1,,1,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12140,12140,Public Health,36,1,1,,1,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12140,12140,Public Health,36,1,1,,1,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12140,12140,Public Health,36,1,1,,1,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12140,12140,Public Health,36,1,1,,1,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12140,12140,Public Health,36,1,1,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12141,12141,Health Education,71,71,42,"$5,347",18,"$11,942",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12141,12141,Health Education,71,70,51,"$6,514",28,"$11,123",2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12141,12141,Health Education,71,68,51,"$10,794",30,"$13,305",3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12141,12141,Health Education,71,40,33,"$8,755",19,"$12,094",4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12141,12141,Health Education,71,6,6,"$12,028",5,"$12,145",5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12141,12141,Health Education,71,,,,,,6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12141,12141,Health Education,71,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12141,12141,Health Education,71,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12141,12141,Health Education,71,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12141,12141,Health Education,71,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12141,12141,Health Education,71,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12141,12141,Health Education,71,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12141,12141,Health Education,71,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12141,12141,Health Education,71,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12141,12141,Health Education,71,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12142,12142,Environmental and Occupational Health,79,79,54,"$5,494",22,"$14,133",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12142,12142,Environmental and Occupational Health,79,76,54,"$8,979",32,"$14,206",2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12142,12142,Environmental and Occupational Health,79,74,50,"$11,517",33,"$15,358",3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12142,12142,Environmental and Occupational Health,79,64,44,"$11,565",28,"$14,147",4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12142,12142,Environmental and Occupational Health,79,33,24,"$12,405",16,"$17,918",5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12142,12142,Environmental and Occupational Health,79,12,8,"$16,642",7,"$22,589",6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12142,12142,Environmental and Occupational Health,79,2,2,,,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12142,12142,Environmental and Occupational Health,79,1,1,,,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12142,12142,Environmental and Occupational Health,79,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12142,12142,Environmental and Occupational Health,79,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12142,12142,Environmental and Occupational Health,79,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12142,12142,Environmental and Occupational Health,79,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12142,12142,Environmental and Occupational Health,79,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12142,12142,Environmental and Occupational Health,79,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12142,12142,Environmental and Occupational Health,79,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12201,12201,Communicative Disorders,304,304,225,"$5,859",130,"$10,291",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12201,12201,Communicative Disorders,304,292,232,"$7,791",149,"$11,516",2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12201,12201,Communicative Disorders,304,280,225,"$7,888",149,"$12,291",3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12201,12201,Communicative Disorders,304,148,124,"$9,851",87,"$13,334",4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12201,12201,Communicative Disorders,304,31,24,"$15,460",17,"$24,781",5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12201,12201,Communicative Disorders,304,15,11,"$18,876",10,"$24,936",6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12201,12201,Communicative Disorders,304,8,6,"$24,318",4,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12201,12201,Communicative Disorders,304,6,5,"$36,099",4,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12201,12201,Communicative Disorders,304,5,4,,3,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12201,12201,Communicative Disorders,304,3,3,,2,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12201,12201,Communicative Disorders,304,2,2,,1,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12201,12201,Communicative Disorders,304,1,1,,1,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12201,12201,Communicative Disorders,304,1,1,,1,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12201,12201,Communicative Disorders,304,1,1,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12201,12201,Communicative Disorders,304,1,1,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12204,12204,Speech Language Pathology,104,104,70,"$4,749",35,"$8,407",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12204,12204,Speech Language Pathology,104,101,69,"$6,605",45,"$8,841",2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12204,12204,Speech Language Pathology,104,99,68,"$7,530",47,"$9,840",3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12204,12204,Speech Language Pathology,104,66,49,"$9,633",35,"$13,098",4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12204,12204,Speech Language Pathology,104,11,5,"$10,097",3,,5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12204,12204,Speech Language Pathology,104,,,,,,6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12204,12204,Speech Language Pathology,104,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12204,12204,Speech Language Pathology,104,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12204,12204,Speech Language Pathology,104,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12204,12204,Speech Language Pathology,104,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12204,12204,Speech Language Pathology,104,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12204,12204,Speech Language Pathology,104,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12204,12204,Speech Language Pathology,104,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12204,12204,Speech Language Pathology,104,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12204,12204,Speech Language Pathology,104,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12231 + 12232,12232,Medical Technology,38,38,23,"$11,910",16,"$14,161",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12231 + 12232,12232,Medical Technology,38,28,21,"$9,021",16,"$13,600",2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12231 + 12232,12232,Medical Technology,38,28,25,"$11,342",16,"$12,607",3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12231 + 12232,12232,Medical Technology,38,24,18,"$10,963",12,"$14,711",4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12231 + 12232,12232,Medical Technology,38,13,10,"$12,362",6,"$19,959",5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12231 + 12232,12232,Medical Technology,38,5,3,,1,,6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12231 + 12232,12232,Medical Technology,38,1,1,,,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12231 + 12232,12232,Medical Technology,38,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12231 + 12232,12232,Medical Technology,38,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12231 + 12232,12232,Medical Technology,38,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12231 + 12232,12232,Medical Technology,38,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12231 + 12232,12232,Medical Technology,38,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12231 + 12232,12232,Medical Technology,38,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12231 + 12232,12232,Medical Technology,38,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12231 + 12232,12232,Medical Technology,38,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12251 + 12253,12253,Radiologic Science & Technology,8,8,6,"$10,611",3,,1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12251 + 12253,12253,Radiologic Science & Technology,8,5,5,"$13,639",3,,2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12251 + 12253,12253,Radiologic Science & Technology,8,4,4,,3,,3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12251 + 12253,12253,Radiologic Science & Technology,8,4,4,,4,,4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12251 + 12253,12253,Radiologic Science & Technology,8,4,4,,4,,5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12251 + 12253,12253,Radiologic Science & Technology,8,2,2,,1,,6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12251 + 12253,12253,Radiologic Science & Technology,8,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12251 + 12253,12253,Radiologic Science & Technology,8,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12251 + 12253,12253,Radiologic Science & Technology,8,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12251 + 12253,12253,Radiologic Science & Technology,8,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12251 + 12253,12253,Radiologic Science & Technology,8,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12251 + 12253,12253,Radiologic Science & Technology,8,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12251 + 12253,12253,Radiologic Science & Technology,8,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12251 + 12253,12253,Radiologic Science & Technology,8,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,12251 + 12253,12253,Radiologic Science & Technology,8,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13011,13011,Family and Consumer Sciences,318,318,226,"$5,111",101,"$10,868",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13011,13011,Family and Consumer Sciences,318,300,225,"$7,553",144,"$11,829",2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13011,13011,Family and Consumer Sciences,318,290,229,"$9,222",155,"$12,081",3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13011,13011,Family and Consumer Sciences,318,210,171,"$9,185",109,"$11,795",4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13011,13011,Family and Consumer Sciences,318,73,61,"$11,699",41,"$15,383",5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13011,13011,Family and Consumer Sciences,318,26,23,"$9,944",15,"$14,635",6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13011,13011,Family and Consumer Sciences,318,7,6,"$15,607",4,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13011,13011,Family and Consumer Sciences,318,2,2,,2,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13011,13011,Family and Consumer Sciences,318,1,1,,1,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13011,13011,Family and Consumer Sciences,318,1,1,,1,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13011,13011,Family and Consumer Sciences,318,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13011,13011,Family and Consumer Sciences,318,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13011,13011,Family and Consumer Sciences,318,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13011,13011,Family and Consumer Sciences,318,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13011,13011,Family and Consumer Sciences,318,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13031,13031,Apparel Merchandising and Management,30,30,16,"$6,823",7,"$12,775",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13031,13031,Apparel Merchandising and Management,30,20,17,"$4,312",7,"$15,564",2
