Campus,Select Student Path,Select Entry Status,HEGIS At Exit,HEGIS for Tableau,Select Major at Exit,Potential # of Students,Number of Students Still Enrolled,# of Students Found with Earnings in at Least 1 Qtr,Median Annual Earnings in at Least 1 Qtr,# of Students Found with Earnings in all 4 Qtrs,Median Annual Earnings in all 4 Qtrs,Year
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13031,13031,Apparel Merchandising and Management,30,19,15,"$5,805",7,"$13,683",3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13031,13031,Apparel Merchandising and Management,30,10,6,"$15,411",5,"$20,494",4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13031,13031,Apparel Merchandising and Management,30,5,3,,2,,5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13031,13031,Apparel Merchandising and Management,30,2,2,,1,,6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13031,13031,Apparel Merchandising and Management,30,2,1,,1,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13031,13031,Apparel Merchandising and Management,30,1,1,,1,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13031,13031,Apparel Merchandising and Management,30,1,,,,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13031,13031,Apparel Merchandising and Management,30,1,1,,,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13031,13031,Apparel Merchandising and Management,30,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13031,13031,Apparel Merchandising and Management,30,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13031,13031,Apparel Merchandising and Management,30,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13031,13031,Apparel Merchandising and Management,30,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13031,13031,Apparel Merchandising and Management,30,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13061,13061,Dietetics/Nutritional Science,97,97,63,"$5,427",31,"$10,634",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13061,13061,Dietetics/Nutritional Science,97,84,60,"$6,434",33,"$10,415",2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13061,13061,Dietetics/Nutritional Science,97,81,66,"$7,762",43,"$11,360",3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13061,13061,Dietetics/Nutritional Science,97,53,45,"$9,200",34,"$10,548",4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13061,13061,Dietetics/Nutritional Science,97,17,15,"$9,613",11,"$12,048",5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13061,13061,Dietetics/Nutritional Science,97,3,2,,2,,6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13061,13061,Dietetics/Nutritional Science,97,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13061,13061,Dietetics/Nutritional Science,97,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13061,13061,Dietetics/Nutritional Science,97,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13061,13061,Dietetics/Nutritional Science,97,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13061,13061,Dietetics/Nutritional Science,97,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13061,13061,Dietetics/Nutritional Science,97,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13061,13061,Dietetics/Nutritional Science,97,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13061,13061,Dietetics/Nutritional Science,97,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,13061,13061,Dietetics/Nutritional Science,97,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15011,15011,English,"1,098","1,098",822,"$6,834",437,"$11,484",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15011,15011,English,"1,098",981,777,"$9,568",520,"$12,536",2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15011,15011,English,"1,098",928,733,"$9,671",494,"$13,524",3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15011,15011,English,"1,098",516,421,"$10,853",281,"$14,763",4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15011,15011,English,"1,098",166,140,"$12,309",105,"$16,558",5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15011,15011,English,"1,098",63,49,"$17,230",41,"$18,169",6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15011,15011,English,"1,098",31,23,"$13,275",16,"$25,592",7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15011,15011,English,"1,098",16,12,"$37,335",11,"$38,129",8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15011,15011,English,"1,098",12,10,"$25,387",7,"$40,663",9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15011,15011,English,"1,098",5,5,"$14,277",1,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15011,15011,English,"1,098",4,4,,2,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15011,15011,English,"1,098",3,2,,2,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15011,15011,English,"1,098",3,2,,2,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15011,15011,English,"1,098",3,3,,1,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15011,15011,English,"1,098",2,2,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15021,15021,English Literature,25,25,17,"$7,442",8,"$9,656",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15021,15021,English Literature,25,19,14,"$4,934",8,"$17,526",2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15021,15021,English Literature,25,15,11,"$5,704",6,"$16,798",3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15021,15021,English Literature,25,10,8,"$10,807",6,"$16,479",4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15021,15021,English Literature,25,2,2,,2,,5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15021,15021,English Literature,25,1,1,,1,,6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15021,15021,English Literature,25,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15021,15021,English Literature,25,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15021,15021,English Literature,25,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15021,15021,English Literature,25,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15021,15021,English Literature,25,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15021,15021,English Literature,25,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15021,15021,English Literature,25,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15021,15021,English Literature,25,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15021,15021,English Literature,25,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15031,15031,Comparative Literature,8,8,4,,,,1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15031,15031,Comparative Literature,8,7,2,,1,,2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15031,15031,Comparative Literature,8,7,5,"$2,231",2,,3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15031,15031,Comparative Literature,8,4,4,,1,,4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15031,15031,Comparative Literature,8,4,4,,1,,5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15031,15031,Comparative Literature,8,1,1,,,,6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15031,15031,Comparative Literature,8,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15031,15031,Comparative Literature,8,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15031,15031,Comparative Literature,8,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15031,15031,Comparative Literature,8,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15031,15031,Comparative Literature,8,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15031,15031,Comparative Literature,8,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15031,15031,Comparative Literature,8,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15031,15031,Comparative Literature,8,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15031,15031,Comparative Literature,8,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15041,15041,Classics,7,7,4,,3,,1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15041,15041,Classics,7,7,6,"$4,898",2,,2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15041,15041,Classics,7,7,6,"$5,557",4,,3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15041,15041,Classics,7,4,4,,2,,4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15041,15041,Classics,7,,,,,,5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15041,15041,Classics,7,,,,,,6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15041,15041,Classics,7,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15041,15041,Classics,7,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15041,15041,Classics,7,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15041,15041,Classics,7,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15041,15041,Classics,7,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15041,15041,Classics,7,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15041,15041,Classics,7,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15041,15041,Classics,7,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15041,15041,Classics,7,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15051,15051,Linguistics,48,48,28,"$5,148",13,"$12,179",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15051,15051,Linguistics,48,46,31,"$5,555",16,"$11,001",2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15051,15051,Linguistics,48,43,32,"$5,989",16,"$12,054",3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15051,15051,Linguistics,48,24,17,"$10,502",11,"$13,220",4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15051,15051,Linguistics,48,4,3,,2,,5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15051,15051,Linguistics,48,,,,,,6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15051,15051,Linguistics,48,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15051,15051,Linguistics,48,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15051,15051,Linguistics,48,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15051,15051,Linguistics,48,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15051,15051,Linguistics,48,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15051,15051,Linguistics,48,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15051,15051,Linguistics,48,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15051,15051,Linguistics,48,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15051,15051,Linguistics,48,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15061,15061,Speech Communication,458,458,357,"$5,657",183,"$10,247",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15061,15061,Speech Communication,458,430,355,"$7,828",215,"$12,616",2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15061,15061,Speech Communication,458,412,350,"$8,732",228,"$14,232",3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15061,15061,Speech Communication,458,210,180,"$12,395",130,"$16,032",4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15061,15061,Speech Communication,458,47,43,"$14,223",30,"$18,233",5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15061,15061,Speech Communication,458,16,13,"$25,032",11,"$28,227",6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15061,15061,Speech Communication,458,11,9,"$20,068",6,"$30,019",7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15061,15061,Speech Communication,458,6,6,"$44,118",5,"$47,926",8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15061,15061,Speech Communication,458,3,3,,3,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15061,15061,Speech Communication,458,3,3,,2,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15061,15061,Speech Communication,458,3,3,,3,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15061,15061,Speech Communication,458,1,1,,1,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15061,15061,Speech Communication,458,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15061,15061,Speech Communication,458,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15061,15061,Speech Communication,458,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15071,15071,Creative Writing,55,55,31,"$5,930",15,"$10,152",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15071,15071,Creative Writing,55,55,33,"$7,257",16,"$8,350",2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15071,15071,Creative Writing,55,52,33,"$6,731",21,"$9,535",3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15071,15071,Creative Writing,55,22,13,"$7,845",8,"$13,064",4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15071,15071,Creative Writing,55,10,5,"$12,026",4,,5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15071,15071,Creative Writing,55,3,2,,1,,6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15071,15071,Creative Writing,55,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15071,15071,Creative Writing,55,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15071,15071,Creative Writing,55,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15071,15071,Creative Writing,55,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15071,15071,Creative Writing,55,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15071,15071,Creative Writing,55,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15071,15071,Creative Writing,55,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15071,15071,Creative Writing,55,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15071,15071,Creative Writing,55,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15091,15091,Philosophy,151,151,119,"$5,680",58,"$10,468",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15091,15091,Philosophy,151,132,102,"$8,541",59,"$12,069",2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15091,15091,Philosophy,151,122,90,"$8,714",55,"$15,039",3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15091,15091,Philosophy,151,75,56,"$11,040",37,"$16,983",4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15091,15091,Philosophy,151,27,18,"$12,177",12,"$23,158",5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15091,15091,Philosophy,151,10,7,"$10,757",6,"$13,729",6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15091,15091,Philosophy,151,4,3,,2,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15091,15091,Philosophy,151,2,1,,1,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15091,15091,Philosophy,151,2,2,,1,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15091,15091,Philosophy,151,1,,,,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15091,15091,Philosophy,151,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15091,15091,Philosophy,151,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15091,15091,Philosophy,151,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15091,15091,Philosophy,151,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15091,15091,Philosophy,151,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15101,15101,Religious Studies,36,36,27,"$3,500",10,"$10,603",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15101,15101,Religious Studies,36,34,25,"$6,951",15,"$11,245",2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15101,15101,Religious Studies,36,32,22,"$8,135",12,"$11,626",3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15101,15101,Religious Studies,36,24,20,"$5,792",9,"$11,468",4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15101,15101,Religious Studies,36,6,6,"$11,049",5,"$14,515",5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15101,15101,Religious Studies,36,3,3,,2,,6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15101,15101,Religious Studies,36,1,1,,1,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15101,15101,Religious Studies,36,1,1,,1,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15101,15101,Religious Studies,36,1,1,,1,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15101,15101,Religious Studies,36,1,1,,1,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15101,15101,Religious Studies,36,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15101,15101,Religious Studies,36,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15101,15101,Religious Studies,36,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15101,15101,Religious Studies,36,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15101,15101,Religious Studies,36,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15102,15102,Jewish Studies,1,1,1,,,,1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15102,15102,Jewish Studies,1,1,1,,,,2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15102,15102,Jewish Studies,1,1,1,,,,3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15102,15102,Jewish Studies,1,1,1,,1,,4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15102,15102,Jewish Studies,1,,,,,,5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15102,15102,Jewish Studies,1,,,,,,6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15102,15102,Jewish Studies,1,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15102,15102,Jewish Studies,1,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15102,15102,Jewish Studies,1,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15102,15102,Jewish Studies,1,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15102,15102,Jewish Studies,1,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15102,15102,Jewish Studies,1,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15102,15102,Jewish Studies,1,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15102,15102,Jewish Studies,1,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15102,15102,Jewish Studies,1,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15991,15991,Humanities,10,10,7,"$11,713",6,"$14,218",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15991,15991,Humanities,10,9,7,"$9,929",5,"$10,362",2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15991,15991,Humanities,10,8,5,"$6,219",3,,3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15991,15991,Humanities,10,7,5,"$12,850",4,,4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15991,15991,Humanities,10,3,2,,2,,5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15991,15991,Humanities,10,1,,,,,6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15991,15991,Humanities,10,,,,,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15991,15991,Humanities,10,,,,,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15991,15991,Humanities,10,,,,,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15991,15991,Humanities,10,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15991,15991,Humanities,10,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15991,15991,Humanities,10,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15991,15991,Humanities,10,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15991,15991,Humanities,10,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,15991,15991,Humanities,10,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17011,17011,Mathematics,420,420,287,"$6,026",146,"$11,231",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17011,17011,Mathematics,420,346,241,"$6,760",149,"$11,508",2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17011,17011,Mathematics,420,317,225,"$7,254",143,"$11,363",3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17011,17011,Mathematics,420,180,133,"$8,250",84,"$12,703",4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17011,17011,Mathematics,420,70,50,"$8,515",37,"$13,830",5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17011,17011,Mathematics,420,29,20,"$13,472",12,"$20,199",6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17011,17011,Mathematics,420,9,6,"$17,333",3,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17011,17011,Mathematics,420,3,3,,3,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17011,17011,Mathematics,420,3,3,,3,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17011,17011,Mathematics,420,2,2,,2,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17011,17011,Mathematics,420,2,2,,2,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17011,17011,Mathematics,420,2,2,,2,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17011,17011,Mathematics,420,1,1,,1,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17011,17011,Mathematics,420,1,1,,1,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17011,17011,Mathematics,420,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17021,17021,Statistics,33,33,17,"$8,526",9,"$13,450",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17021,17021,Statistics,33,32,20,"$6,640",12,"$12,591",2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17021,17021,Statistics,33,31,19,"$10,047",12,"$14,664",3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17021,17021,Statistics,33,20,12,"$5,894",5,"$15,864",4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17021,17021,Statistics,33,5,2,,1,,5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17021,17021,Statistics,33,1,1,,1,,6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17021,17021,Statistics,33,1,1,,1,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17021,17021,Statistics,33,1,1,,1,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17021,17021,Statistics,33,1,1,,1,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17021,17021,Statistics,33,1,1,,1,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17021,17021,Statistics,33,1,1,,1,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17021,17021,Statistics,33,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17021,17021,Statistics,33,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17021,17021,Statistics,33,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17021,17021,Statistics,33,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17031,17031,Applied Mathematics,75,75,35,"$3,629",11,"$8,056",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17031,17031,Applied Mathematics,75,72,39,"$3,744",21,"$9,450",2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17031,17031,Applied Mathematics,75,71,48,"$3,420",21,"$7,988",3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17031,17031,Applied Mathematics,75,50,34,"$4,007",12,"$10,851",4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17031,17031,Applied Mathematics,75,16,10,"$4,584",5,"$6,749",5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17031,17031,Applied Mathematics,75,9,5,"$17,701",4,,6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17031,17031,Applied Mathematics,75,4,3,,3,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17031,17031,Applied Mathematics,75,3,2,,1,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17031,17031,Applied Mathematics,75,3,2,,1,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17031,17031,Applied Mathematics,75,2,2,,1,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17031,17031,Applied Mathematics,75,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17031,17031,Applied Mathematics,75,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17031,17031,Applied Mathematics,75,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17031,17031,Applied Mathematics,75,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,17031,17031,Applied Mathematics,75,,,,,,15
10 + 40 + 50 + 55 + 70 + 73,4,FTF,19021,19021,Physics,177,177,109,"$5,450",42,"$11,043",1
10 + 40 + 50 + 55 + 70 + 73,4,FTF,19021,19021,Physics,177,154,104,"$6,076",52,"$11,871",2
10 + 40 + 50 + 55 + 70 + 73,4,FTF,19021,19021,Physics,177,147,98,"$6,037",53,"$11,081",3
10 + 40 + 50 + 55 + 70 + 73,4,FTF,19021,19021,Physics,177,108,77,"$6,351",37,"$15,253",4
10 + 40 + 50 + 55 + 70 + 73,4,FTF,19021,19021,Physics,177,37,28,"$4,626",11,"$14,234",5
10 + 40 + 50 + 55 + 70 + 73,4,FTF,19021,19021,Physics,177,12,8,"$4,410",3,,6
10 + 40 + 50 + 55 + 70 + 73,4,FTF,19021,19021,Physics,177,6,4,,3,,7
10 + 40 + 50 + 55 + 70 + 73,4,FTF,19021,19021,Physics,177,2,1,,,,8
10 + 40 + 50 + 55 + 70 + 73,4,FTF,19021,19021,Physics,177,1,1,,,,9
10 + 40 + 50 + 55 + 70 + 73,4,FTF,19021,19021,Physics,177,,,,,,10
10 + 40 + 50 + 55 + 70 + 73,4,FTF,19021,19021,Physics,177,,,,,,11
10 + 40 + 50 + 55 + 70 + 73,4,FTF,19021,19021,Physics,177,,,,,,12
10 + 40 + 50 + 55 + 70 + 73,4,FTF,19021,19021,Physics,177,,,,,,13
10 + 40 + 50 + 55 + 70 + 73,4,FTF,19021,19021,Physics,177,,,,,,14
10 + 40 + 50 + 55 + 70 + 73,4,FTF,19021,19021,Physics,177,,,,,,15
